subject,responses,word,same,version_with_order,item,Class,string,ambiguity_type,relatedness,version
8ap29gxo3k,"{""Q0"":1}",drill,False,M1_a_M2_b,65,N,drill,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",pick,False,M1_a_M2_a,78,V,picked,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":2}",drain,False,M2_b_M1_b,88,V,drained,Polysemy,2,M1_b_M2_b
8ap29gxo3k,"{""Q0"":2}",intelligence,False,M1_b_M2_b,30,N,intelligence,Polysemy,2,M1_b_M2_b
8ap29gxo3k,"{""Q0"":4}",clear,True,M1_a_M1_b,95,V,cleared,Polysemy,4,M1_a_M1_b
8ap29gxo3k,"{""Q0"":4}",medicine,False,M1_a_M2_a,14,N,medicine,Polysemy,4,M1_a_M2_a
8ap29gxo3k,"{""Q0"":4}",track,True,M1_a_M1_b,55,N,tracks,Polysemy,4,M1_a_M1_b
8ap29gxo3k,"{""Q0"":4}",tap,True,M1_a_M1_b,107,V,tapped,Homonymy,4,M1_a_M1_b
8ap29gxo3k,"{""Q0"":1}",barrier,False,M2_a_M1_a,21,N,barrier,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",punch,False,M1_b_M2_b,106,N,punch,Homonymy,1,M1_b_M2_b
8ap29gxo3k,"{""Q0"":4}",scene,True,M2_a_M2_b,34,N,scene,Polysemy,4,M2_a_M2_b
8ap29gxo3k,"{""Q0"":4}",dinner,False,M2_b_M1_a,7,N,dinner,Polysemy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",board,False,M1_b_M2_b,39,N,board,Polysemy,1,M1_b_M2_b
8ap29gxo3k,"{""Q0"":0}",issue,True,M2_b_M2_a,49,N,issue,Polysemy,0,M2_a_M2_b
8ap29gxo3k,"{""Q0"":2}",cause,False,M1_b_M2_b,25,N,cause,Polysemy,2,M1_b_M2_b
8ap29gxo3k,"{""Q0"":2}",panel,False,M2_a_M1_a,52,N,panel,Polysemy,2,M1_a_M2_a
8ap29gxo3k,"{""Q0"":2}",stay,False,M1_a_M2_a,81,V,stayed,Polysemy,2,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",orange,False,M2_a_M1_a,32,N,orange,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":4}",fix,True,M2_a_M2_b,80,V,fixed,Polysemy,4,M2_a_M2_b
8ap29gxo3k,"{""Q0"":4}",newspaper,True,M2_a_M2_b,16,N,newspaper,Polysemy,4,M2_a_M2_b
8ap29gxo3k,"{""Q0"":1}",cross,False,M1_a_M2_b,82,V,crossed,Polysemy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",cold,False,M1_a_M2_a,41,N,cold,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",stake,False,M2_a_M1_a,77,V,staked,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":2}",examination,False,M1_a_M2_a,9,N,examination,Polysemy,2,M1_a_M2_a
8ap29gxo3k,"{""Q0"":4}",post,True,M1_b_M1_a,114,N,post,Homonymy,4,M1_a_M1_b
8ap29gxo3k,"{""Q0"":1}",mold,False,M1_a_M2_b,59,N,mold,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",course,False,M1_b_M2_b,44,N,course,Polysemy,1,M1_b_M2_b
8ap29gxo3k,"{""Q0"":4}",title,True,M2_b_M2_a,36,N,title,Polysemy,4,M2_a_M2_b
8ap29gxo3k,"{""Q0"":3}",chicken,False,M2_b_M1_b,3,N,chicken,Polysemy,3,M1_b_M2_b
8ap29gxo3k,"{""Q0"":1}",racket,False,M1_a_M2_b,71,N,racket,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":2}",hail,False,M1_a_M2_a,90,V,hailed,Polysemy,2,M1_a_M2_a
8ap29gxo3k,"{""Q0"":2}",dream,False,M1_b_M2_b,8,N,dream,Polysemy,2,M1_b_M2_b
8ap29gxo3k,"{""Q0"":1}",palm,False,M1_b_M2_b,101,N,palm,Homonymy,1,M1_b_M2_b
8ap29gxo3k,"{""Q0"":2}",beam,True,M1_b_M1_a,22,N,beam,Polysemy,2,M1_a_M1_b
8ap29gxo3k,"{""Q0"":4}",lunch,False,M1_a_M2_b,12,N,lunch,Polysemy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":4}",match,True,M2_a_M2_b,60,N,match,Homonymy,4,M2_a_M2_b
8ap29gxo3k,"{""Q0"":4}",home,False,M1_a_M2_b,11,N,home,Polysemy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",clip,False,M2_b_M1_a,98,N,clip,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",lock,False,M1_b_M2_a,108,N,locks,Homonymy,1,M1_b_M2_a
8ap29gxo3k,"{""Q0"":1}",cape,False,M2_b_M1_b,57,N,cape,Homonymy,1,M1_b_M2_b
8ap29gxo3k,"{""Q0"":1}",position,False,M2_a_M1_a,33,N,position,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",push,False,M2_a_M1_a,86,V,pushed,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":4}",sing,False,M1_a_M2_b,94,V,sang,Polysemy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":3}",perch,True,M2_b_M2_a,105,N,perch,Homonymy,3,M2_a_M2_b
8ap29gxo3k,"{""Q0"":2}",check,False,M2_a_M1_a,93,V,checked,Polysemy,2,M1_a_M2_a
8ap29gxo3k,"{""Q0"":2}",jam,True,M2_b_M2_a,99,N,jam,Homonymy,2,M2_a_M2_b
8ap29gxo3k,"{""Q0"":1}",case,False,M2_a_M1_b,24,N,case,Homonymy,1,M1_b_M2_a
8ap29gxo3k,"{""Q0"":1}",page,False,M2_a_M1_b,110,N,page,Homonymy,1,M1_b_M2_a
8ap29gxo3k,"{""Q0"":1}",tip,False,M2_b_M1_b,111,N,tip,Homonymy,1,M1_b_M2_b
8ap29gxo3k,"{""Q0"":1}",pupil,False,M2_a_M1_a,61,N,pupil,Homonymy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",seal,False,M1_a_M2_b,62,N,seal,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",yard,False,M1_a_M2_a,64,N,yards,Homonymy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",bail,False,M2_b_M1_a,112,V,bailed,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":4}",column,True,M1_a_M1_b,42,N,column,Polysemy,4,M1_a_M1_b
8ap29gxo3k,"{""Q0"":1}",rock,False,M1_a_M2_a,113,N,rock,Homonymy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",bank,False,M1_a_M2_b,74,V,banked,Homonymy,1,M1_a_M2_b
8ap29gxo3k,"{""Q0"":4}",port,False,M2_b_M1_a,68,N,port,Homonymy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":4}",appeal,False,M2_a_M1_a,37,N,appeal,Polysemy,4,M1_a_M2_a
8ap29gxo3k,"{""Q0"":4}",degree,True,M1_a_M1_b,46,N,degrees,Polysemy,4,M1_a_M1_b
8ap29gxo3k,"{""Q0"":4}",breakfast,False,M1_a_M2_b,2,N,breakfast,Polysemy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":4}",ground,False,M1_a_M2_b,28,N,ground,Polysemy,4,M1_a_M2_b
8ap29gxo3k,"{""Q0"":1}",foundation,False,M2_a_M1_a,47,N,foundation,Polysemy,1,M1_a_M2_a
8ap29gxo3k,"{""Q0"":1}",company,False,M2_b_M1_a,43,N,company,Polysemy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":4}",poach,True,M1_a_M1_b,75,V,poached,Homonymy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":4}",toast,True,M2_a_M2_b,72,V,toasted,Homonymy,4,M2_a_M2_b
7525y3rsaa,"{""Q0"":0}",draw,False,M1_b_M2_a,89,V,drew,Polysemy,0,M1_b_M2_a
7525y3rsaa,"{""Q0"":3}",guard,False,M1_a_M2_a,10,N,guard,Polysemy,3,M1_a_M2_a
7525y3rsaa,"{""Q0"":4}",bat,True,M1_b_M1_a,56,N,bat,Homonymy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":2}",scale,True,M2_a_M2_b,100,N,scale,Homonymy,2,M2_a_M2_b
7525y3rsaa,"{""Q0"":0}",pupil,False,M2_b_M1_b,61,N,pupil,Homonymy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":1}",fan,False,M1_a_M2_a,69,N,fan,Homonymy,1,M1_a_M2_a
7525y3rsaa,"{""Q0"":1}",post,False,M2_b_M1_a,114,N,post,Homonymy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":2}",breakfast,True,M2_a_M2_b,2,N,breakfast,Polysemy,2,M2_a_M2_b
7525y3rsaa,"{""Q0"":1}",foundation,False,M1_a_M2_b,47,N,foundation,Polysemy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":4}",check,True,M1_b_M1_a,93,V,checked,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":4}",course,True,M1_a_M1_b,44,N,course,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":4}",load,True,M1_b_M1_a,96,V,loaded,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":4}",lock,True,M1_b_M1_a,108,N,locks,Homonymy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":3}",toll,True,M2_b_M2_a,103,N,toll,Homonymy,3,M2_a_M2_b
7525y3rsaa,"{""Q0"":4}",medicine,False,M2_a_M1_b,14,N,medicine,Polysemy,4,M1_b_M2_a
7525y3rsaa,"{""Q0"":3}",tape,True,M2_a_M2_b,54,N,tape,Polysemy,3,M2_a_M2_b
7525y3rsaa,"{""Q0"":2}",break,False,M2_a_M1_a,91,V,broke,Polysemy,2,M1_a_M2_a
7525y3rsaa,"{""Q0"":0}",contribution,False,M2_b_M1_a,5,N,contribution,Polysemy,0,M1_a_M2_b
7525y3rsaa,"{""Q0"":1}",blood,False,M1_a_M2_a,23,N,blood,Polysemy,1,M1_a_M2_a
7525y3rsaa,"{""Q0"":3}",track,False,M2_b_M1_b,55,N,tracks,Polysemy,3,M1_b_M2_b
7525y3rsaa,"{""Q0"":3}",movement,False,M2_b_M1_a,51,N,movement,Polysemy,3,M1_a_M2_b
7525y3rsaa,"{""Q0"":1}",examination,True,M1_b_M1_a,9,N,examination,Polysemy,1,M1_a_M1_b
7525y3rsaa,"{""Q0"":1}",home,False,M2_a_M1_b,11,N,home,Polysemy,1,M1_b_M2_a
7525y3rsaa,"{""Q0"":4}",dinner,False,M2_a_M1_b,7,N,dinner,Polysemy,4,M1_b_M2_a
7525y3rsaa,"{""Q0"":1}",perch,False,M2_a_M1_a,105,N,perch,Homonymy,1,M1_a_M2_a
7525y3rsaa,"{""Q0"":4}",rock,True,M2_b_M2_a,113,N,rock,Homonymy,4,M2_a_M2_b
7525y3rsaa,"{""Q0"":0}",cross,True,M1_a_M1_b,82,V,crossed,Polysemy,0,M1_a_M1_b
7525y3rsaa,"{""Q0"":1}",charm,False,M2_a_M1_b,40,N,charm,Polysemy,1,M1_b_M2_a
7525y3rsaa,"{""Q0"":0}",run,False,M2_a_M1_a,83,V,ran,Polysemy,0,M1_a_M2_a
7525y3rsaa,"{""Q0"":1}",cast,False,M1_a_M2_b,85,V,cast,Polysemy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":0}",jam,False,M2_a_M1_a,99,N,jam,Homonymy,0,M1_a_M2_a
7525y3rsaa,"{""Q0"":2}",message,True,M1_b_M1_a,15,N,message,Polysemy,2,M1_a_M1_b
7525y3rsaa,"{""Q0"":2}",call,False,M1_b_M2_b,87,V,called,Polysemy,2,M1_b_M2_b
7525y3rsaa,"{""Q0"":1}",company,False,M2_b_M1_b,43,N,company,Polysemy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":4}",intelligence,False,M2_b_M1_b,30,N,intelligence,Polysemy,4,M1_b_M2_b
7525y3rsaa,"{""Q0"":0}",seal,False,M2_a_M1_b,62,N,seal,Homonymy,0,M1_b_M2_a
7525y3rsaa,"{""Q0"":0}",tip,True,M2_b_M2_a,111,N,tip,Homonymy,0,M2_a_M2_b
7525y3rsaa,"{""Q0"":0}",term,False,M2_a_M1_a,35,N,term,Polysemy,0,M1_a_M2_a
7525y3rsaa,"{""Q0"":2}",spill,False,M1_a_M2_b,84,V,spilled,Polysemy,2,M1_a_M2_b
7525y3rsaa,"{""Q0"":0}",cape,False,M1_a_M2_b,57,N,cape,Homonymy,0,M1_a_M2_b
7525y3rsaa,"{""Q0"":4}",lunch,False,M1_a_M2_b,12,N,lunch,Polysemy,4,M1_a_M2_b
7525y3rsaa,"{""Q0"":2}",market,False,M1_a_M2_a,31,N,market,Polysemy,2,M1_a_M2_a
7525y3rsaa,"{""Q0"":0}",title,False,M1_b_M2_b,36,N,title,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":1}",hail,False,M1_a_M2_a,90,V,hailed,Polysemy,1,M1_a_M2_a
7525y3rsaa,"{""Q0"":1}",clip,False,M1_a_M2_b,98,N,clip,Homonymy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":2}",file,False,M2_b_M1_b,66,N,file,Homonymy,2,M1_b_M2_b
7525y3rsaa,"{""Q0"":0}",barrier,False,M2_b_M1_b,21,N,barrier,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":0}",function,False,M1_b_M2_b,48,N,function,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":3}",act,False,M2_b_M1_b,19,N,act,Polysemy,3,M1_b_M2_b
7525y3rsaa,"{""Q0"":1}",page,False,M1_b_M2_b,110,N,page,Homonymy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",cold,False,M2_a_M1_a,41,N,cold,Polysemy,2,M1_a_M2_a
7525y3rsaa,"{""Q0"":1}",passage,False,M1_b_M2_a,53,N,passage,Polysemy,1,M1_b_M2_a
7525y3rsaa,"{""Q0"":4}",mole,True,M1_b_M1_a,104,N,mole,Homonymy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":4}",orange,False,M2_b_M1_b,32,N,orange,Polysemy,4,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",bank,False,M2_b_M1_a,74,V,banked,Homonymy,2,M1_a_M2_b
7525y3rsaa,"{""Q0"":2}",stay,False,M1_b_M2_b,81,V,stayed,Polysemy,2,M1_b_M2_b
7525y3rsaa,"{""Q0"":4}",newspaper,True,M1_b_M1_a,16,N,newspaper,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":2}",appeal,True,M2_b_M2_a,37,N,appeal,Polysemy,2,M2_a_M2_b
7525y3rsaa,"{""Q0"":1}",lap,False,M2_a_M1_b,109,V,lapped,Homonymy,1,M1_b_M2_a
7525y3rsaa,"{""Q0"":0}",film,False,M1_b_M2_b,27,N,film,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":4}",chicken,False,M1_b_M2_b,3,N,chicken,Polysemy,4,M1_b_M2_b
7525y3rsaa,"{""Q0"":4}",band,True,M2_b_M2_a,97,N,band,Homonymy,4,M2_a_M2_b
7525y3rsaa,"{""Q0"":3}",push,True,M1_b_M1_a,86,V,pushed,Polysemy,3,M1_a_M1_b
7525y3rsaa,"{""Q0"":2}",ground,False,M1_b_M2_a,28,N,ground,Polysemy,2,M1_b_M2_a
7525y3rsaa,"{""Q0"":1}",port,False,M1_a_M2_b,68,N,port,Homonymy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":0}",palm,False,M1_a_M2_a,101,N,palm,Homonymy,0,M1_a_M2_a
7525y3rsaa,"{""Q0"":2}",clear,False,M1_a_M2_b,95,V,cleared,Polysemy,2,M1_a_M2_b
7525y3rsaa,"{""Q0"":3}",issue,False,M1_b_M2_b,49,N,issue,Polysemy,3,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",pick,False,M2_a_M1_b,78,V,picked,Polysemy,2,M1_b_M2_a
7525y3rsaa,"{""Q0"":0}",cone,False,M2_b_M1_a,26,N,cone,Polysemy,0,M1_a_M2_b
7525y3rsaa,"{""Q0"":3}",cause,False,M1_a_M2_b,25,N,cause,Polysemy,3,M1_a_M2_b
7525y3rsaa,"{""Q0"":2}",tick,False,M2_a_M1_b,63,N,tick,Homonymy,2,M1_b_M2_a
7525y3rsaa,"{""Q0"":2}",drain,False,M1_a_M2_a,88,V,drained,Polysemy,2,M1_a_M2_a
7525y3rsaa,"{""Q0"":1}",serve,False,M1_b_M2_b,92,V,served,Polysemy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":1}",count,False,M2_b_M1_b,67,N,count,Homonymy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",drill,True,M1_b_M1_a,65,N,drill,Homonymy,2,M1_a_M1_b
7525y3rsaa,"{""Q0"":1}",mold,False,M1_a_M2_a,59,N,mold,Homonymy,1,M1_a_M2_a
7525y3rsaa,"{""Q0"":0}",sage,False,M2_a_M1_b,70,N,sage,Homonymy,0,M1_b_M2_a
7525y3rsaa,"{""Q0"":4}",fix,False,M2_a_M1_b,80,V,fixed,Polysemy,4,M1_b_M2_a
7525y3rsaa,"{""Q0"":2}",panel,True,M1_b_M1_a,52,N,panel,Polysemy,2,M1_a_M1_b
7525y3rsaa,"{""Q0"":1}",key,False,M2_b_M1_b,50,N,key,Polysemy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":4}",sing,False,M1_a_M2_a,94,V,sang,Polysemy,4,M1_a_M2_a
7525y3rsaa,"{""Q0"":1}",case,False,M1_b_M2_b,24,N,case,Homonymy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",atmosphere,False,M2_b_M1_a,20,N,atmosphere,Polysemy,2,M1_a_M2_b
7525y3rsaa,"{""Q0"":0}",pitcher,False,M1_a_M2_a,102,N,pitcher,Homonymy,0,M1_a_M2_a
7525y3rsaa,"{""Q0"":2}",yard,False,M2_b_M1_a,64,N,yards,Homonymy,2,M1_a_M2_b
7525y3rsaa,"{""Q0"":1}",column,False,M1_a_M2_b,42,N,column,Polysemy,1,M1_a_M2_b
7525y3rsaa,"{""Q0"":1}",bail,False,M1_b_M2_b,112,V,bailed,Homonymy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",clog,True,M1_a_M1_b,76,V,clogged,Polysemy,2,M1_a_M1_b
7525y3rsaa,"{""Q0"":1}",stall,False,M2_a_M1_b,79,V,stalled,Polysemy,1,M1_b_M2_a
7525y3rsaa,"{""Q0"":4}",class,False,M1_a_M2_a,4,N,class,Polysemy,4,M1_a_M2_a
7525y3rsaa,"{""Q0"":2}",beam,False,M2_a_M1_a,22,N,beam,Polysemy,2,M1_a_M2_a
7525y3rsaa,"{""Q0"":0}",stake,False,M2_b_M1_b,77,V,staked,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":4}",book,False,M1_a_M2_a,1,N,book,Polysemy,4,M1_a_M2_a
7525y3rsaa,"{""Q0"":0}",racket,False,M2_b_M1_a,71,N,racket,Homonymy,0,M1_a_M2_b
7525y3rsaa,"{""Q0"":4}",lamb,False,M1_a_M2_b,0,N,lamb,Polysemy,4,M1_a_M2_b
7525y3rsaa,"{""Q0"":4}",date,True,M1_a_M1_b,45,N,date,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":4}",block,True,M1_b_M1_a,38,N,block,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":3}",board,True,M2_b_M2_a,39,N,board,Polysemy,3,M2_a_M2_b
7525y3rsaa,"{""Q0"":2}",tap,True,M2_a_M2_b,107,V,tapped,Homonymy,2,M2_a_M2_b
7525y3rsaa,"{""Q0"":4}",degree,True,M1_a_M1_b,46,N,degrees,Polysemy,4,M1_a_M1_b
7525y3rsaa,"{""Q0"":3}",scene,False,M1_a_M2_b,34,N,scene,Polysemy,3,M1_a_M2_b
7525y3rsaa,"{""Q0"":4}",dream,False,M1_a_M2_a,8,N,dream,Polysemy,4,M1_a_M2_a
7525y3rsaa,"{""Q0"":3}",pen,False,M1_b_M2_a,73,V,penned,Homonymy,3,M1_b_M2_a
7525y3rsaa,"{""Q0"":0}",cell,False,M2_b_M1_a,58,N,cell,Polysemy,0,M1_a_M2_b
7525y3rsaa,"{""Q0"":0}",guide,False,M1_b_M2_b,29,N,guide,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":2}",design,True,M2_a_M2_b,6,N,design,Polysemy,2,M2_a_M2_b
7525y3rsaa,"{""Q0"":1}",punch,False,M1_b_M2_b,106,N,punch,Homonymy,1,M1_b_M2_b
7525y3rsaa,"{""Q0"":0}",position,False,M2_b_M1_b,33,N,position,Polysemy,0,M1_b_M2_b
7525y3rsaa,"{""Q0"":0}",match,False,M2_a_M1_b,60,N,match,Homonymy,0,M1_b_M2_a
eqwhovhjm2,"{""Q0"":3}",ground,True,M2_b_M2_a,28,N,ground,Polysemy,3,M2_a_M2_b
eqwhovhjm2,"{""Q0"":2}",cone,False,M2_a_M1_b,26,N,cone,Polysemy,2,M1_b_M2_a
eqwhovhjm2,"{""Q0"":4}",chicken,True,M2_a_M2_b,3,N,chicken,Polysemy,4,M2_a_M2_b
eqwhovhjm2,"{""Q0"":2}",contribution,False,M1_b_M2_b,5,N,contribution,Polysemy,2,M1_b_M2_b
eqwhovhjm2,"{""Q0"":0}",palm,False,M2_a_M1_a,101,N,palm,Homonymy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":2}",port,True,M2_b_M2_a,68,N,port,Homonymy,2,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",tick,False,M2_b_M1_b,63,N,tick,Homonymy,0,M1_b_M2_b
eqwhovhjm2,"{""Q0"":0}",film,False,M1_a_M2_b,27,N,film,Polysemy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":2}",guide,False,M2_b_M1_a,29,N,guide,Polysemy,2,M1_a_M2_b
eqwhovhjm2,"{""Q0"":3}",design,False,M1_b_M2_b,6,N,design,Polysemy,3,M1_b_M2_b
eqwhovhjm2,"{""Q0"":1}",stay,False,M1_a_M2_a,81,V,stayed,Polysemy,1,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",draw,False,M1_b_M2_b,89,V,drew,Polysemy,0,M1_b_M2_b
eqwhovhjm2,"{""Q0"":4}",book,True,M2_a_M2_b,1,N,book,Polysemy,4,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",course,False,M2_a_M1_b,44,N,course,Polysemy,0,M1_b_M2_a
eqwhovhjm2,"{""Q0"":0}",panel,True,M1_b_M1_a,52,N,panel,Polysemy,0,M1_a_M1_b
eqwhovhjm2,"{""Q0"":3}",beam,True,M2_b_M2_a,22,N,beam,Polysemy,3,M2_a_M2_b
eqwhovhjm2,"{""Q0"":2}",fix,True,M2_b_M2_a,80,V,fixed,Polysemy,2,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",cell,False,M2_b_M1_a,58,N,cell,Polysemy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":3}",bank,True,M1_a_M1_b,74,V,banked,Homonymy,3,M1_a_M1_b
eqwhovhjm2,"{""Q0"":2}",sing,False,M2_b_M1_b,94,V,sang,Polysemy,2,M1_b_M2_b
eqwhovhjm2,"{""Q0"":0}",punch,False,M1_a_M2_b,106,N,punch,Homonymy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":4}",pick,True,M2_b_M2_a,78,V,picked,Polysemy,4,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",yard,False,M1_b_M2_b,64,N,yards,Homonymy,0,M1_b_M2_b
eqwhovhjm2,"{""Q0"":1}",cross,True,M2_b_M2_a,82,V,crossed,Polysemy,1,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",count,False,M2_b_M1_a,67,N,count,Homonymy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":1}",drain,False,M2_b_M1_a,88,V,drained,Polysemy,1,M1_a_M2_b
eqwhovhjm2,"{""Q0"":4}",track,True,M2_a_M2_b,55,N,tracks,Polysemy,4,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",pupil,False,M2_a_M1_b,61,N,pupil,Homonymy,0,M1_b_M2_a
eqwhovhjm2,"{""Q0"":1}",atmosphere,False,M2_a_M1_b,20,N,atmosphere,Polysemy,1,M1_b_M2_a
eqwhovhjm2,"{""Q0"":4}",key,True,M1_a_M1_b,50,N,key,Polysemy,4,M1_a_M1_b
eqwhovhjm2,"{""Q0"":0}",cape,False,M1_a_M2_b,57,N,cape,Homonymy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":3}",poach,False,M1_b_M2_b,75,V,poached,Homonymy,3,M1_b_M2_b
eqwhovhjm2,"{""Q0"":0}",fan,False,M1_a_M2_a,69,N,fan,Homonymy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":4}",cause,False,M1_b_M2_a,25,N,cause,Polysemy,4,M1_b_M2_a
eqwhovhjm2,"{""Q0"":0}",term,False,M1_a_M2_b,35,N,term,Polysemy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":0}",appeal,False,M1_a_M2_b,37,N,appeal,Polysemy,0,M1_a_M2_b
eqwhovhjm2,"{""Q0"":4}",scene,True,M1_a_M1_b,34,N,scene,Polysemy,4,M1_a_M1_b
eqwhovhjm2,"{""Q0"":4}",dinner,False,M1_a_M2_a,7,N,dinner,Polysemy,4,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",mole,False,M1_a_M2_a,104,N,mole,Homonymy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",bail,False,M1_a_M2_a,112,V,bailed,Homonymy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",company,False,M2_a_M1_a,43,N,company,Polysemy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":4}",racket,True,M2_a_M2_b,71,N,racket,Homonymy,4,M2_a_M2_b
eqwhovhjm2,"{""Q0"":4}",push,True,M2_a_M2_b,86,V,pushed,Polysemy,4,M2_a_M2_b
eqwhovhjm2,"{""Q0"":0}",lap,False,M2_a_M1_a,109,V,lapped,Homonymy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",tap,False,M1_a_M2_a,107,V,tapped,Homonymy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":4}",lamb,False,M1_b_M2_a,0,N,lamb,Polysemy,4,M1_b_M2_a
eqwhovhjm2,"{""Q0"":1}",post,True,M2_b_M2_a,114,N,post,Homonymy,1,M2_a_M2_b
eqwhovhjm2,"{""Q0"":4}",band,True,M1_a_M1_b,97,N,band,Homonymy,4,M1_a_M1_b
eqwhovhjm2,"{""Q0"":1}",class,True,M1_a_M1_b,4,N,class,Polysemy,1,M1_a_M1_b
eqwhovhjm2,"{""Q0"":0}",issue,False,M1_a_M2_a,49,N,issue,Polysemy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":4}",blood,True,M1_a_M1_b,23,N,blood,Polysemy,4,M1_a_M1_b
eqwhovhjm2,"{""Q0"":3}",break,False,M1_a_M2_b,91,V,broke,Polysemy,3,M1_a_M2_b
eqwhovhjm2,"{""Q0"":4}",lunch,False,M1_a_M2_a,12,N,lunch,Polysemy,4,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",board,False,M2_a_M1_a,39,N,board,Polysemy,0,M1_a_M2_a
eqwhovhjm2,"{""Q0"":0}",degree,False,M2_b_M1_a,46,N,degrees,Polysemy,0,M1_a_M2_b
