Unnamed: 0,word,sentence1,sentence2,same,ambiguity_type,disambiguating_word1,disambiguating_word2,version,Class,mean_relatedness,median_relatedness,diff,count,sd_relatedness,distance_bert,distance_elmo,se_relatedness,v1,v2,dominance_sentence2,sd_dominance_sentence2,string
117,cause,It was a political cause.,It was a primary cause.,False,Polysemy,political,primary,M1_b_M2_b,N,2.071428571,2.0,0.071428571,14,1.384768001,0.4017521739999999,0.095640481,0.370094816,M1_b,M2_b,0.19047619047619,1.4359334113756002,cause
118,cause,It was a worthy cause.,It was a political cause.,True,Polysemy,worthy,political,M1_a_M1_b,N,3.461538462,4.0,0.538461538,13,0.877058019,0.155668616,0.081602454,0.243252128,M1_a,M1_b,,,cause
119,cause,It was a main cause.,It was a primary cause.,True,Polysemy,main,primary,M2_a_M2_b,N,4.0,4.0,0.0,10,0.0,0.063994706,0.017945051,0.0,M2_a,M2_b,,,cause
120,cell,It was a skin cell.,It was a prison cell.,False,Polysemy,skin,prison,M1_a_M2_a,N,0.2,0.0,0.2,10,0.421637021,0.3709264989999999,0.16009587,0.133333333,M1_a,M2_a,-0.1,1.61896653195146,cell
121,cell,It was a skin cell.,It was a jail cell.,False,Polysemy,skin,jail,M1_a_M2_b,N,0.428571429,0.0,0.428571429,14,0.937614462,0.376195669,0.152398884,0.250588006,M1_a,M2_b,0.181818181818182,1.25873570872347,cell
122,cell,It was a brain cell.,It was a prison cell.,False,Polysemy,brain,prison,M1_b_M2_a,N,0.272727273,0.0,0.272727273,11,0.646669791,0.429600775,0.125241637,0.194978278,M1_b,M2_a,-0.272727272727273,1.45346280054018,cell
123,cell,It was a brain cell.,It was a jail cell.,False,Polysemy,brain,jail,M1_b_M2_b,N,0.133333333,0.0,0.133333333,15,0.351865775,0.417385757,0.12647438,0.090851353,M1_b,M2_b,-0.3571428571428571,1.4468609447374698,cell
124,cell,It was a skin cell.,It was a brain cell.,True,Polysemy,skin,brain,M1_a_M1_b,N,3.947368421,4.0,0.052631579,19,0.2294157339999999,0.169089794,0.058419585,0.052631579,M1_a,M1_b,,,cell
125,cell,It was a prison cell.,It was a jail cell.,True,Polysemy,prison,jail,M2_a_M2_b,N,4.0,4.0,0.0,8,0.0,0.035871804,0.007160008,0.0,M2_a,M2_b,,,cell
126,charm,She had a devilish charm.,She had a gold charm.,False,Polysemy,devilish,gold,M1_a_M2_a,N,1.0,1.0,0.0,10,0.942809042,0.2409966589999999,0.1106809969999999,0.298142397,M1_a,M2_a,-0.833333333333333,1.19341628287971,charm
127,charm,She had a devilish charm.,She had a good-luck charm.,False,Polysemy,devilish,good-luck,M1_a_M2_b,N,0.727272727,0.0,0.727272727,11,0.904534034,0.661765426,0.036620796,0.272727273,M1_a,M2_b,0.84,1.24766448481419,charm
128,charm,She had a natural charm.,She had a gold charm.,False,Polysemy,natural,gold,M1_b_M2_a,N,0.588235294,0.0,0.588235294,17,0.71228712,0.244825065,0.154701471,0.172755002,M1_b,M2_a,-0.857142857142857,1.01418510567422,charm
129,charm,She had a natural charm.,She had a good-luck charm.,False,Polysemy,natural,good-luck,M1_b_M2_b,N,1.285714286,1.0,0.285714286,14,1.38278267,0.672413886,0.098940611,0.369564214,M1_b,M2_b,-0.1,1.5183093090325002,charm
130,charm,She had a devilish charm.,She had a natural charm.,True,Polysemy,devilish,natural,M1_a_M1_b,N,3.846153846,4.0,0.153846154,13,0.554700196,0.0629506109999999,0.057939589,0.153846154,M1_a,M1_b,,,charm
131,charm,She had a gold charm.,She had a good-luck charm.,True,Polysemy,gold,good-luck,M2_a_M2_b,N,3.166666667,3.5,0.333333333,12,1.114640858,0.616652161,0.07942915,0.3217691,M2_a,M2_b,,,charm
132,check,He checked the engine.,He checked the alibi.,False,Polysemy,engine,alibi,M1_a_M2_a,V,3.1,3.5,0.4,10,1.100504935,0.1960679289999999,0.111678481,0.348010217,M1_a,M2_a,-0.8461538461538459,1.5191090506255,checked
133,check,He checked the engine.,He checked the facts.,False,Polysemy,engine,facts,M1_a_M2_b,V,2.857142857,3.0,0.142857143,14,1.292412345,0.24142921,0.137530684,0.345411728,M1_a,M2_b,-0.0952380952380952,1.4458479140200702,checked
134,check,He checked the oven.,He checked the alibi.,False,Polysemy,oven,alibi,M1_b_M2_a,V,2.684210526,3.0,0.3157894739999999,19,1.293257368,0.182829201,0.125203133,0.296693588,M1_b,M2_a,-0.85,1.30887657735053,checked
135,check,He checked the oven.,He checked the facts.,False,Polysemy,oven,facts,M1_b_M2_b,V,3.142857143,3.0,0.142857143,14,0.949262293,0.267269194,0.137405217,0.2537010189999999,M1_b,M2_b,-0.375,1.34528160943932,checked
136,check,He checked the engine.,He checked the oven.,True,Polysemy,engine,oven,M1_a_M1_b,V,3.666666667,4.0,0.333333333,15,0.487950036,0.117293715,0.09573859,0.125988158,M1_a,M1_b,,,checked
137,check,He checked the alibi.,He checked the facts.,True,Polysemy,alibi,facts,M2_a_M2_b,V,3.6,4.0,0.4,5,0.8944271909999999,0.124973059,0.064044297,0.4,M2_a,M2_b,,,checked
138,chicken,They liked the juicy chicken.,They liked the clucking chicken.,False,Polysemy,juicy,clucking,M1_a_M2_a,N,3.0,3.0,0.0,20,0.858395075,0.0796012879999999,0.077332795,0.191942974,M1_a,M2_a,-1.07692307692308,0.8909804452658621,chicken
139,chicken,They liked the juicy chicken.,They liked the pet chicken.,False,Polysemy,juicy,pet,M1_a_M2_b,N,2.888888889,3.0,0.111111111,9,1.452966315,0.157398224,0.074458599,0.484322105,M1_a,M2_b,-0.733333333333333,1.62422142520509,chicken
140,chicken,They liked the roasted chicken.,They liked the clucking chicken.,False,Polysemy,roasted,clucking,M1_b_M2_a,N,3.5555555560000003,4.0,0.444444444,9,0.5270462770000001,0.150800705,0.093166828,0.1756820919999999,M1_b,M2_a,-1.17391304347826,1.33662308255624,chicken
141,chicken,They liked the roasted chicken.,They liked the pet chicken.,False,Polysemy,roasted,pet,M1_b_M2_b,N,3.571428571,4.0,0.428571429,7,0.534522484,0.202583611,0.074374795,0.202030509,M1_b,M2_b,-1.07142857142857,0.997248963150875,chicken
142,chicken,They liked the juicy chicken.,They liked the roasted chicken.,True,Polysemy,juicy,roasted,M1_a_M1_b,N,4.0,4.0,0.0,16,0.0,0.0946241019999999,0.029318571,0.0,M1_a,M1_b,,,chicken
143,chicken,They liked the clucking chicken.,They liked the pet chicken.,True,Polysemy,clucking,pet,M2_a_M2_b,N,3.5625,4.0,0.4375,16,1.093541647,0.13973552,0.06022501,0.273385412,M2_a,M2_b,,,chicken
144,class,It was a perceptive class.,It was a boring class.,False,Polysemy,perceptive,boring,M1_a_M2_a,N,3.545454545,4.0,0.454545455,11,0.8201995320000001,0.092052758,0.0994699,0.247299464,M1_a,M2_a,1.3,1.21828179265546,class
145,class,It was a perceptive class.,It was a stimulating class.,False,Polysemy,perceptive,stimulating,M1_a_M2_b,N,3.583333333,4.0,0.416666667,12,0.900336637,0.078946948,0.072611749,0.2599048,M1_a,M2_b,1.0,1.13389341902768,class
146,class,It was a misbehaving class.,It was a boring class.,False,Polysemy,misbehaving,boring,M1_b_M2_a,N,2.9375,3.0,0.0625,16,1.062622542,0.148044109,0.044291019,0.265655635,M1_b,M2_a,1.2,1.08012344973464,class
147,class,It was a misbehaving class.,It was a stimulating class.,False,Polysemy,misbehaving,stimulating,M1_b_M2_b,N,2.8,3.0,0.2,15,1.373213125,0.133084118,0.0851737259999999,0.354562104,M1_b,M2_b,0.333333333333333,1.4142135623731005,class
148,class,It was a perceptive class.,It was a misbehaving class.,True,Polysemy,perceptive,misbehaving,M1_a_M1_b,N,2.545454545,3.0,0.454545455,11,1.5075567230000002,0.0614550709999999,0.0954608919999999,0.454545455,M1_a,M1_b,,,class
149,class,It was a boring class.,It was a stimulating class.,True,Polysemy,boring,stimulating,M2_a_M2_b,N,3.833333333,4.0,0.166666667,12,0.577350269,0.053896427,0.0632098909999999,0.166666667,M2_a,M2_b,,,class
150,clear,He cleared the desk.,He cleared the path.,False,Polysemy,desk,path,M1_a_M2_a,V,3.333333333,4.0,0.666666667,6,1.211060142,0.282314956,0.093875289,0.494413232,M1_a,M2_a,-0.222222222222222,1.55508863207046,cleared
151,clear,He cleared the desk.,He cleared the road.,False,Polysemy,desk,road,M1_a_M2_b,V,2.833333333,2.5,0.333333333,12,0.937436867,0.373953938,0.106257439,0.270614714,M1_a,M2_b,-0.4782608695652171,1.47307857031059,cleared
152,clear,He cleared the shelf.,He cleared the path.,False,Polysemy,shelf,path,M1_b_M2_a,V,3.4666666669999997,4.0,0.533333333,15,0.8338093879999999,0.1937658789999999,0.118124425,0.215288658,M1_b,M2_a,0.333333333333333,1.2833778958395,cleared
153,clear,He cleared the shelf.,He cleared the road.,False,Polysemy,shelf,road,M1_b_M2_b,V,2.9090909089999997,2.0,0.909090909,11,1.044465936,0.3170570139999999,0.125001669,0.314918329,M1_b,M2_b,-0.8947368421052628,1.24252148839479,cleared
154,clear,He cleared the desk.,He cleared the shelf.,True,Polysemy,desk,shelf,M1_a_M1_b,V,3.956521739,4.0,0.043478261,23,0.2085144139999999,0.131476939,0.108689189,0.043478261,M1_a,M1_b,,,cleared
155,clear,He cleared the path.,He cleared the road.,True,Polysemy,path,road,M2_a_M2_b,V,3.9,4.0,0.1,10,0.316227766,0.101772845,0.045495272,0.1,M2_a,M2_b,,,cleared
156,clip,It was a film clip.,It was a hair clip.,False,Homonymy,film,hair,M1_a_M2_a,N,0.7,0.0,0.7,20,1.080935268,0.3519073129999999,0.064445615,0.2417044739999999,M1_a,M2_a,0.5,1.33630620956212,clip
157,clip,It was a film clip.,It was a metal clip.,False,Homonymy,film,metal,M1_a_M2_b,N,0.5555555560000001,0.0,0.5555555560000001,9,0.726483157,0.333222985,0.097966373,0.242161052,M1_a,M2_b,0.2,1.6091841672756202,clip
158,clip,It was a video clip.,It was a hair clip.,False,Homonymy,video,hair,M1_b_M2_a,N,0.4,0.0,0.4,15,0.632455532,0.406234622,0.076359332,0.163299316,M1_b,M2_a,0.0526315789473684,1.64902948597472,clip
159,clip,It was a video clip.,It was a metal clip.,False,Homonymy,video,metal,M1_b_M2_b,N,0.222222222,0.0,0.222222222,9,0.666666667,0.380484819,0.101653278,0.222222222,M1_b,M2_b,-0.823529411764706,1.28623938856882,clip
160,clip,It was a film clip.,It was a video clip.,True,Homonymy,film,video,M1_a_M1_b,N,4.0,4.0,0.0,10,0.0,0.071674526,0.036003411,0.0,M1_a,M1_b,,,clip
161,clip,It was a hair clip.,It was a metal clip.,True,Homonymy,hair,metal,M2_a_M2_b,N,2.714285714,3.0,0.285714286,14,1.204387583,0.208770514,0.067853034,0.321886121,M2_a,M2_b,,,clip
162,clog,The dancer clogged.,The pipe clogged.,False,Polysemy,dancer,pipe,M1_a_M2_a,V,0.3,0.0,0.3,10,0.483045892,0.1732055539999999,0.096770346,0.152752523,M1_a,M2_a,1.7142857142857095,0.468807230938495,clogged
163,clog,The dancer clogged.,The sink clogged.,False,Polysemy,dancer,sink,M1_a_M2_b,V,0.142857143,0.0,0.142857143,7,0.3779644729999999,0.235879421,0.0812416079999999,0.142857143,M1_a,M2_b,1.38461538461538,1.32529629004621,clogged
164,clog,The choreographer clogged.,The pipe clogged.,False,Polysemy,choreographer,pipe,M1_b_M2_a,V,0.285714286,0.0,0.285714286,14,0.468807231,0.207357526,0.1266309619999999,0.125294003,M1_b,M2_a,1.56,1.00332779621949,clogged
165,clog,The choreographer clogged.,The sink clogged.,False,Polysemy,choreographer,sink,M1_b_M2_b,V,0.461538462,0.0,0.461538462,13,0.5188745220000001,0.240847111,0.111360729,0.143909899,M1_b,M2_b,1.46153846153846,0.989172148041754,clogged
166,clog,The dancer clogged.,The choreographer clogged.,True,Polysemy,dancer,choreographer,M1_a_M1_b,V,3.368421053,4.0,0.6315789470000001,19,1.164785451,0.13209796,0.02587229,0.267220109,M1_a,M1_b,,,clogged
167,clog,The pipe clogged.,The sink clogged.,True,Polysemy,pipe,sink,M2_a_M2_b,V,4.0,4.0,0.0,14,0.0,0.138669252,0.040646911,0.0,M2_a,M2_b,,,clogged
168,cold,It was an icy cold.,It was a chest cold.,False,Polysemy,icy,chest,M1_a_M2_a,N,1.294117647,1.0,0.294117647,17,1.104802351,0.15583688,0.1101194019999999,0.267953929,M1_a,M2_a,-1.04761904761905,1.2440333788203002,cold
169,cold,It was an icy cold.,It was a common cold.,False,Polysemy,icy,common,M1_a_M2_b,N,0.875,1.0,0.125,8,0.83452296,0.1771873239999999,0.100174546,0.295048422,M1_a,M2_b,-0.333333333333333,1.63299316185545,cold
170,cold,It was a freezing cold.,It was a chest cold.,False,Polysemy,freezing,chest,M1_b_M2_a,N,1.230769231,1.0,0.230769231,13,0.8320502940000001,0.184639931,0.117933095,0.230769231,M1_b,M2_a,-1.42105263157895,0.96123701977563,cold
171,cold,It was a freezing cold.,It was a common cold.,False,Polysemy,freezing,common,M1_b_M2_b,N,0.818181818,0.0,0.818181818,11,1.250454463,0.152515173,0.114774644,0.377026206,M1_b,M2_b,-1.1304347826087,1.21746188389419,cold
172,cold,It was an icy cold.,It was a freezing cold.,True,Polysemy,icy,freezing,M1_a_M1_b,N,3.842105263,4.0,0.1578947369999999,19,0.374634325,0.057332754,0.0287469629999999,0.085947009,M1_a,M1_b,,,cold
173,cold,It was a chest cold.,It was a common cold.,True,Polysemy,chest,common,M2_a_M2_b,N,3.4444444439999997,4.0,0.5555555560000001,9,1.333333333,0.1755959989999999,0.09282434,0.444444444,M2_a,M2_b,,,cold
174,column,It was a gossip column.,It was a concrete column.,False,Polysemy,gossip,concrete,M1_a_M2_a,N,0.125,0.0,0.125,8,0.353553391,0.453143775,0.090889096,0.125,M1_a,M2_a,1.06666666666667,1.16291915126588,column
175,column,It was a gossip column.,It was a marble column.,False,Polysemy,gossip,marble,M1_a_M2_b,N,0.411764706,0.0,0.411764706,17,0.6183469420000001,0.467917681,0.12032944,0.149971162,M1_a,M2_b,0.578947368421053,1.42656500703552,column
176,column,It was a sports column.,It was a concrete column.,False,Polysemy,sports,concrete,M1_b_M2_a,N,0.111111111,0.0,0.111111111,9,0.333333333,0.427443981,0.078556299,0.111111111,M1_b,M2_a,0.111111111111111,1.4507153971054,column
177,column,It was a sports column.,It was a marble column.,False,Polysemy,sports,marble,M1_b_M2_b,N,0.5555555560000001,0.0,0.5555555560000001,18,0.855585264,0.444061756,0.109047771,0.201663381,M1_b,M2_b,0.115384615384615,1.45125940002256,column
178,column,It was a gossip column.,It was a sports column.,True,Polysemy,gossip,sports,M1_a_M1_b,N,3.928571429,4.0,0.071428571,14,0.267261242,0.105692744,0.033031523,0.071428571,M1_a,M1_b,,,column
179,column,It was a concrete column.,It was a marble column.,True,Polysemy,concrete,marble,M2_a_M2_b,N,3.727272727,4.0,0.272727273,11,0.467099366,0.101493776,0.033631325,0.140835758,M2_a,M2_b,,,column
180,company,He liked the investment company.,He liked the pleasant company.,False,Polysemy,investment,pleasant,M1_a_M2_a,N,1.0,1.0,0.0,8,0.9258201,0.488830864,0.145881116,0.327326835,M1_a,M2_a,-0.375,1.43897608524709,company
181,company,He liked the investment company.,He liked the polite company.,False,Polysemy,investment,polite,M1_a_M2_b,N,0.7333333329999999,1.0,0.2666666669999999,15,0.798808637,0.481504261,0.141207337,0.206251503,M1_a,M2_b,-1.25,0.774596669241483,company
182,company,He liked the pharmaceutical company.,He liked the pleasant company.,False,Polysemy,pharmaceutical,pleasant,M1_b_M2_a,N,0.615384615,0.0,0.615384615,13,1.043907845,0.46819371,0.212740541,0.289527943,M1_b,M2_a,-0.470588235294118,1.46277335303626,company
183,company,He liked the pharmaceutical company.,He liked the polite company.,False,Polysemy,pharmaceutical,polite,M1_b_M2_b,N,0.3125,0.0,0.3125,16,0.602079729,0.461689591,0.205292463,0.150519932,M1_b,M2_b,-0.666666666666667,1.49443411809733,company
184,company,He liked the investment company.,He liked the pharmaceutical company.,True,Polysemy,investment,pharmaceutical,M1_a_M1_b,N,3.5,4.0,0.5,8,0.7559289459999999,0.169793963,0.102344513,0.267261242,M1_a,M1_b,,,company
185,company,He liked the pleasant company.,He liked the polite company.,True,Polysemy,pleasant,polite,M2_a_M2_b,N,3.764705882,4.0,0.235294118,17,0.9701425,0.057559729,0.049681246,0.235294118,M2_a,M2_b,,,company
186,cone,It was a waffle cone.,It was an orange cone.,False,Polysemy,waffle,orange,M1_a_M2_a,N,1.785714286,2.0,0.214285714,14,1.311403912,0.178199053,0.050908267,0.350487438,M1_a,M2_a,-0.333333333333333,1.4411533842457802,cone
187,cone,It was a waffle cone.,It was a traffic cone.,False,Polysemy,waffle,traffic,M1_a_M2_b,N,1.133333333,0.0,1.133333333,15,1.35576371,0.3208312989999999,0.069322228,0.350056685,M1_a,M2_b,0.0,1.63299316185545,cone
188,cone,It was a sugar cone.,It was an orange cone.,False,Polysemy,sugar,orange,M1_b_M2_a,N,1.466666667,0.0,1.466666667,15,1.807392228,0.162242949,0.041739285,0.466666667,M1_b,M2_a,-0.3529411764705879,1.3666188418222298,cone
189,cone,It was a sugar cone.,It was a traffic cone.,False,Polysemy,sugar,traffic,M1_b_M2_b,N,1.666666667,2.0,0.333333333,9,0.7071067809999999,0.252052665,0.065718114,0.23570226,M1_b,M2_b,0.3888888888888889,1.3345582608616202,cone
190,cone,It was a waffle cone.,It was a sugar cone.,True,Polysemy,waffle,sugar,M1_a_M1_b,N,4.0,4.0,0.0,7,0.0,0.150759399,0.040055096,0.0,M1_a,M1_b,,,cone
191,cone,It was an orange cone.,It was a traffic cone.,True,Polysemy,orange,traffic,M2_a_M2_b,N,3.647058824,4.0,0.352941176,17,0.606339063,0.2283951639999999,0.0677495,0.147058824,M2_a,M2_b,,,cone
192,contribution,He made a charitable contribution.,He made a scholarly contribution.,False,Polysemy,charitable,scholarly,M1_a_M2_a,N,3.375,4.0,0.625,8,1.060660172,0.3063004019999999,0.104732633,0.375,M1_a,M2_a,-0.55,1.46808145478878,contribution
193,contribution,He made a charitable contribution.,He made a well-written contribution.,False,Polysemy,charitable,well-written,M1_a_M2_b,N,1.9375,2.0,0.0625,16,1.340087062,0.5385007860000001,0.067570627,0.335021765,M1_a,M2_b,-0.269230769230769,1.42990048066828,contribution
194,contribution,He made a voluntary contribution.,He made a scholarly contribution.,False,Polysemy,voluntary,scholarly,M1_b_M2_a,N,3.411764706,4.0,0.588235294,17,0.7952062259999999,0.3115540739999999,0.1101017,0.1928658389999999,M1_b,M2_a,-0.5,1.42457423980145,contribution
195,contribution,He made a voluntary contribution.,He made a well-written contribution.,False,Polysemy,voluntary,well-written,M1_b_M2_b,N,2.857142857,3.0,0.142857143,7,0.899735411,0.539172411,0.0473889709999999,0.34006802,M1_b,M2_b,-0.214285714285714,1.47692880035521,contribution
196,contribution,He made a charitable contribution.,He made a voluntary contribution.,True,Polysemy,charitable,voluntary,M1_a_M1_b,N,3.875,4.0,0.125,16,0.341565026,0.106847584,0.039962947,0.085391256,M1_a,M1_b,,,contribution
197,contribution,He made a scholarly contribution.,He made a well-written contribution.,True,Polysemy,scholarly,well-written,M2_a_M2_b,N,3.076923077,3.0,0.076923077,13,1.11516355,0.5013157429999999,0.059290111,0.30929072,M2_a,M2_b,,,contribution
198,count,That was the noble count.,That was the final count.,False,Homonymy,noble,final,M1_a_M2_a,N,0.142857143,0.0,0.142857143,7,0.3779644729999999,0.505488276,0.1018667219999999,0.142857143,M1_a,M2_a,1.28571428571429,1.0490610566259202,count
199,count,That was the noble count.,That was the correct count.,False,Homonymy,noble,correct,M1_a_M2_b,N,0.375,0.0,0.375,16,0.7187952879999999,0.4106780889999999,0.0903471709999999,0.1796988219999999,M1_a,M2_b,0.9,1.5525869752736798,count
200,count,That was the vengeful count.,That was the final count.,False,Homonymy,vengeful,final,M1_b_M2_a,N,0.75,1.0,0.25,12,0.866025404,0.376726568,0.1412760619999999,0.25,M1_b,M2_a,1.4375,0.813941029804985,count
201,count,That was the vengeful count.,That was the correct count.,False,Homonymy,vengeful,correct,M1_b_M2_b,N,0.9375,1.0,0.0625,16,1.123610253,0.288782477,0.135300875,0.280902563,M1_b,M2_b,1.28571428571429,1.0690449676496998,count
202,count,That was the noble count.,That was the vengeful count.,True,Homonymy,noble,vengeful,M1_a_M1_b,N,3.0,3.5,0.5,14,1.300887271,0.235204935,0.049302697,0.347676748,M1_a,M1_b,,,count
203,count,That was the final count.,That was the correct count.,True,Homonymy,final,correct,M2_a_M2_b,N,3.416666667,4.0,0.583333333,12,0.792961461,0.172608733,0.063432813,0.228908257,M2_a,M2_b,,,count
204,course,It was an introductory course.,It was a charted course.,False,Polysemy,introductory,charted,M1_a_M2_a,N,1.25,0.5,0.75,12,1.422226168,0.352136493,0.064659238,0.41056133,M1_a,M2_a,-0.916666666666667,1.44337567297406,course
205,course,It was an introductory course.,It was a collision course.,False,Polysemy,introductory,collision,M1_a_M2_b,N,1.375,1.0,0.375,16,1.360147051,0.4766198989999999,0.099086463,0.3400367629999999,M1_a,M2_b,-1.0,1.34164078649987,course
206,course,It was a pass-fail course.,It was a charted course.,False,Polysemy,pass-fail,charted,M1_b_M2_a,N,0.7,0.0,0.7,20,0.864504726,0.6541329029999999,0.061700404,0.193309133,M1_b,M2_a,-1.45,0.759154654516248,course
207,course,It was a pass-fail course.,It was a collision course.,False,Polysemy,pass-fail,collision,M1_b_M2_b,N,1.111111111,0.0,1.111111111,9,1.536590743,0.667362005,0.068087399,0.512196914,M1_b,M2_b,-1.24,0.969535971483266,course
208,course,It was an introductory course.,It was a pass-fail course.,True,Polysemy,introductory,pass-fail,M1_a_M1_b,N,3.909090909,4.0,0.090909091,11,0.301511345,0.5953192110000001,0.053492665,0.090909091,M1_a,M1_b,,,course
209,course,It was a charted course.,It was a collision course.,True,Polysemy,charted,collision,M2_a_M2_b,N,2.222222222,3.0,0.7777777779999999,9,1.56347192,0.28404367,0.0854019519999999,0.5211573070000001,M2_a,M2_b,,,course
210,cross,He crossed a road.,He crossed an enemy.,False,Polysemy,road,enemy,M1_a_M2_a,V,0.727272727,0.0,0.727272727,11,1.103712743,0.328189552,0.101659954,0.332781913,M1_a,M2_a,-1.5,1.10023920844036,crossed
211,cross,He crossed a road.,He crossed a friend.,False,Polysemy,road,friend,M1_a_M2_b,V,0.375,0.0,0.375,16,0.5,0.47225827,0.097827077,0.125,M1_a,M2_b,-1.72222222222222,0.4608885989624771,crossed
212,cross,He crossed a room.,He crossed an enemy.,False,Polysemy,room,enemy,M1_b_M2_a,V,0.882352941,0.0,0.882352941,17,1.053704948,0.324942768,0.104293823,0.255560988,M1_b,M2_a,-0.56,1.6093476939431102,crossed
213,cross,He crossed a room.,He crossed a friend.,False,Polysemy,room,friend,M1_b_M2_b,V,0.642857143,0.5,0.142857143,14,0.744946344,0.429726541,0.088190854,0.199095285,M1_b,M2_b,-1.2,1.20712172424443,crossed
214,cross,He crossed a road.,He crossed a room.,True,Polysemy,road,room,M1_a_M1_b,V,2.666666667,3.0,0.333333333,9,1.658312395,0.21152842,0.08060652,0.552770798,M1_a,M1_b,,,crossed
215,cross,He crossed an enemy.,He crossed a friend.,True,Polysemy,enemy,friend,M2_a_M2_b,V,3.0,4.0,1.0,10,1.333333333,0.156759024,0.066878438,0.421637021,M2_a,M2_b,,,crossed
216,date,It was a dinner date.,It was an expiration date.,False,Polysemy,dinner,expiration,M1_a_M2_a,N,1.25,1.5,0.25,8,1.164964745,0.350375831,0.095204234,0.411877236,M1_a,M2_a,0.222222222222222,1.43713585896539,date
217,date,It was a dinner date.,It was a historical date.,False,Polysemy,dinner,historical,M1_a_M2_b,N,1.176470588,1.0,0.176470588,17,1.185078801,0.52690661,0.100363076,0.287423828,M1_a,M2_b,-0.55,1.46808145478878,date
218,date,It was a blind date.,It was an expiration date.,False,Polysemy,blind,expiration,M1_b_M2_a,N,0.230769231,0.0,0.230769231,13,0.59914469,0.402957261,0.083028615,0.166172838,M1_b,M2_a,0.227272727272727,1.30682523995835,date
219,date,It was a blind date.,It was a historical date.,False,Polysemy,blind,historical,M1_b_M2_b,N,0.75,0.5,0.25,8,0.88640526,0.53855145,0.06692189,0.313391585,M1_b,M2_b,0.0,1.68033610083361,date
220,date,It was a dinner date.,It was a blind date.,True,Polysemy,dinner,blind,M1_a_M1_b,N,3.882352941,4.0,0.117647059,17,0.332105582,0.233226001,0.079917014,0.080547435,M1_a,M1_b,,,date
221,date,It was an expiration date.,It was a historical date.,True,Polysemy,expiration,historical,M2_a_M2_b,N,2.928571429,3.0,0.071428571,14,1.268814451,0.421628237,0.076293349,0.339104926,M2_a,M2_b,,,date
222,degree,It was about forty degrees.,It was about associate degrees.,False,Polysemy,forty,associate,M1_a_M2_a,N,0.071428571,0.0,0.071428571,14,0.267261242,0.530085713,0.169271886,0.071428571,M1_a,M2_a,-1.0,1.18817705157201,degrees
223,degree,It was about forty degrees.,It was about college degrees.,False,Polysemy,forty,college,M1_a_M2_b,N,0.166666667,0.0,0.166666667,12,0.577350269,0.5486910939999999,0.175453067,0.166666667,M1_a,M2_b,-1.25,1.0,degrees
224,degree,It was about fifty degrees.,It was about associate degrees.,False,Polysemy,fifty,associate,M1_b_M2_a,N,0.076923077,0.0,0.076923077,13,0.277350098,0.527711362,0.18201381,0.076923077,M1_b,M2_a,-1.27777777777778,0.7519039015221178,degrees
225,degree,It was about fifty degrees.,It was about college degrees.,False,Polysemy,fifty,college,M1_b_M2_b,N,0.0,0.0,0.0,10,0.0,0.541428059,0.189542115,0.0,M1_b,M2_b,-1.03846153846154,1.11286186854503,degrees
226,degree,It was about forty degrees.,It was about fifty degrees.,True,Polysemy,forty,fifty,M1_a_M1_b,N,3.736842105,4.0,0.263157895,19,0.805681579,0.012964308,0.004413784,0.184836031,M1_a,M1_b,,,degrees
227,degree,It was about associate degrees.,It was about college degrees.,True,Polysemy,associate,college,M2_a_M2_b,N,3.888888889,4.0,0.111111111,9,0.333333333,0.107942104,0.038037837,0.111111111,M2_a,M2_b,,,degrees
228,design,They liked the floral design.,They liked the product design.,False,Polysemy,floral,product,M1_a_M2_a,N,2.888888889,3.0,0.111111111,9,0.78173596,0.22197926,0.097193956,0.260578653,M1_a,M2_a,-0.631578947368421,1.5709348354753403,design
229,design,They liked the floral design.,They liked the architectural design.,False,Polysemy,floral,architectural,M1_a_M2_b,N,3.75,4.0,0.25,16,0.577350269,0.185480773,0.062090397,0.144337567,M1_a,M2_b,0.304347826086957,1.22232203049976,design
230,design,They liked the geometric design.,They liked the product design.,False,Polysemy,geometric,product,M1_b_M2_a,N,3.454545455,4.0,0.545454545,11,0.934198733,0.216541827,0.090237439,0.281671516,M1_b,M2_a,0.307692307692308,1.49357598761135,design
231,design,They liked the geometric design.,They liked the architectural design.,False,Polysemy,geometric,architectural,M1_b_M2_b,N,3.538461538,4.0,0.461538462,13,0.7762500259999999,0.166111648,0.048311472,0.215293021,M1_b,M2_b,0.304347826086957,1.4281196349394598,design
232,design,They liked the floral design.,They liked the geometric design.,True,Polysemy,floral,geometric,M1_a_M1_b,N,3.9,4.0,0.1,20,0.307793506,0.1516544819999999,0.039994121,0.06882472,M1_a,M1_b,,,design
233,design,They liked the product design.,They liked the architectural design.,True,Polysemy,product,architectural,M2_a_M2_b,N,3.5,4.0,0.5,8,0.9258201,0.144426942,0.0932031869999999,0.327326835,M2_a,M2_b,,,design
234,dinner,They liked the turkey dinner.,They liked the formal dinner.,False,Polysemy,turkey,formal,M1_a_M2_a,N,3.75,4.0,0.25,12,0.6215815610000001,0.122385681,0.069369137,0.179435141,M1_a,M2_a,0.3125,1.25,dinner
